part number,part name,section name,section number,slide_ref,section_slide_number,slide name,part_slide number,date,abbreviation
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.62,62.0,Bull Trend From The Open Trend: Small PB Bull Trend,398,19/3/13,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.63,63.0,Gap Up: Bull Trend From The Open,399,19/1/4,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.64,64.0,Bull Trend From The Open: Then Trading Range,400,22/10/5,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.65,65.0,Bull Trend From The Open: Then Big Trading Range,401,21/5/13,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.66,66.0,"Bull Trend From The Open: Became B Climax, Then TR",402,19/10/10,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.67,67.0,Bull Trend From The Open: Then Trading Range,403,21/9/21,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.68,68.0,"Bull Trend From The Open: TR, Then Trend Resumption Up",404,21/5/24,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.69,69.0,"Bull Trend From The Open: Then Trading Range, Late Rally",405,21/12/7,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.7,70.0,Bull Trend From The Open: Then Trading Range,406,20/9/14,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.71,71.0,"Bull Trend From The Open: B Climax, Then TR",407,19/12/26,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.72,72.0,Bull Trend From The Open: Not Strong Initially,408,1/22/18,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.73,73.0,Bull Trend From The Open: Then TR and Late Resumption Up,409,22/3/16,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.74,74.0,Bull Trend From The Open: Then TR,410,20/10/5,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.75,75.0,Trend Resumption Up: Small PB Bull Trend,411,6/6/18,
8,GU N to GZ,"Gap Up and Bull Trend From The Open, Then Trading Range",11.0,11.76,76.0,Gap Up: Small PB Bull Trend,412,11/7/16,
8,GU N to GZ,Gap Up and Bull Trap,12.0,,,Gap Up and Bull Trap,413,,GU Trap BL
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.1,1.0,"Buy Climax: When Only 1 – 3 Bars, Call it Bull Trap",414,23/1/26,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.2,2.0,Bull Trap: Bear Trend From The Open,415,23/2/23,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.3,3.0,Bull Trap: Bear Trend From The Open,416,23/6/7,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.4,4.0,"Bull Trap: Bear Trend, Trading Range, Resumption Down",417,25/5/28,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.5,5.0,Bull Trap: Then Breakout and Channel Bear Trend,418,25/2/7,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.6,6.0,Bull Trap: Then Bear Channel,419,25/6/6,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.7,7.0,Bull Trap: Then Wedge Bottom,420,25/4/28,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.8,8.0,Bull Trap: Then Wedge Bottom,421,25/9/19,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.9,9.0,Bull Trap: Then HL DB,422,25/3/17,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.1,10.0,Bull Trap: Bear Trend From The Open,423,24/5/31,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.11,11.0,Bull Trap: Brief Buy Climax that Immediately Reverses Down,424,22/6/28,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.12,12.0,Bull Trap: Brief Buy Climax That Immediately Reverses Down,425,22/8/31,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.13,13.0,Bull Trap: Small Pullback Bear Trend,426,24/11/25,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.14,14.0,Bull Trap: Then HH DT MTR,427,24/1/5,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.15,15.0,Bull Trap: Then Wedge Bottom,428,24/2/14,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.16,16.0,Wedge Bottom,429,24/9/9,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.17,17.0,Bull Trap: Then Bear Trending Trading Range Day,430,24/6/20,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.18,18.0,Bull Trap: Then TR Day with Failed Late Bear BO,431,24/4/29,
8,GU N to GZ,Gap Up and Bull Trap,12.0,12.19,19.0,2 Bull Traps: Trading Range Open with Strong Bull Breakout,432,22/11/30,
8,GU N to GZ,Gap Up and Bear Trap,13.0,,,Gap Up and Bear Trap,433,,GU Trap BR
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.1,1.0,"Sell Climax: When Only 1 – 3 Bars, Call it Bear Trap",434,23/1/26,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.2,2.0,Bear Trap: Brief Sell Climax then Reversal Up,435,3/9/18,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.3,3.0,Bear Trap: Bull Trending Trading Range Day,436,24/9/12,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.4,4.0,Bear Trap: Then Bull Channel,437,25/5/2,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.5,5.0,Bear Trap: Broad Bull Channel,438,25/6/10,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.6,6.0,Bear Trap: Small Pullback Bull Trend From The Open,439,25/5/27,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.7,7.0,Bear Trap: Then Small Pullback Bull Trend,440,25/5/16,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.8,8.0,Bear Trap: Small Pullback Bull Trend,441,24/8/19,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.9,9.0,Bear Trap: Then Small PB Bull Trend,442,24/5/15,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.1,10.0,Bear Trap: Then Small Pullback Bull Trend,443,23/1/20,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.11,11.0,Bear Trap: Then Bull Trend From The Open,444,25/2/13,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.12,12.0,"Bear Trap: Big Sell Signal Bar, but Did Not Trigger Sell Signal",445,24/3/1,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.13,13.0,"Bear Trap: Small PB Bull Trend, Then LH MTR",446,22/11/8,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.14,14.0,Bear Trap: Brief Sell Climax Then Reversal Up,447,22/10/4,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.15,15.0,"Bear Trap: Bull Trend, Then Trading Range",448,24/5/24,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.16,16.0,Bear Trap: Brief Sell Climax Then Reversal Up,449,21/10/25,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.17,17.0,Bear Trap: Brief Sell Climax Then Reversal Up,450,21/9/15,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.18,18.0,Bear Trap: Brief Sell Climax then Reversal Up,451,20/3/30,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.19,19.0,Bear Trap: Then Bull Trend and Trading Range,452,24/8/14,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.2,20.0,Bear Trap: Then Trading Range Day,453,24/3/6,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.21,21.0,Bear Trap: Then Parabolic Wedge Top,454,24/4/18,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.22,22.0,Bear Trap: Trading Range Day (Triangle),455,22/12/7,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.23,23.0,Bear Trap: Bull Trending Trading Range Day,456,24/2/15,
8,GU N to GZ,Gap Up and Bear Trap,13.0,13.24,24.0,Bear Trap: Weak Rally and Trading Range Day,457,23/7/24,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,,,"Gap Up and TR Open, and Trading Range Day",458,,GU TRO and TR Day
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.1,1.0,Bear Trending Trading Range Day: Trading Range Day,459,23/7/12,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.2,2.0,Bull Trending Trading Range Day: Weak Bull Channel,460,24/12/2,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.3,3.0,Triangle Open: Bull Trending Trading Range Day,461,25/6/9,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.4,4.0,Buy Climax: Then Sell Climax and Trading Range,462,23/5/22,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.5,5.0,Trading Range Open: Trading Range Day,463,24/1/22,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.6,6.0,Triangle Open: Then Trading Range Day,464,21/8/6,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.7,7.0,Trading Range Open: Then Trading Range Day,465,25/2/14,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.8,8.0,Buy and Sell Climaxes: Trading Range Open and TR Day,466,22/4/26,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.9,9.0,Trading Range Day,467,24/7/9,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.1,10.0,Trading Range Day: Failed Bear Breakout,468,25/2/18,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.11,11.0,Trading Range Day: Then Late Bear Breakout,469,25/5/1,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.12,12.0,Trading Range Day: Close at Open,470,23/7/19,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.13,13.0,Trading Range Day: Closed near Low,471,23/7/21,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.14,14.0,Trading Range Day: Close near Open so Doji Day,472,25/9/8,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.15,15.0,Trading Range Day: Close near Open in Middle of Range,473,24/5/7,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.16,16.0,Trading Range Day: Midday Reversal Down,474,24/3/21,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.17,17.0,Trading Range Day: Bear and Bull Breakouts Failed,475,25/2/6,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.18,18.0,Trading Range Day: Failed Late Bear Breakout,476,24/3/13,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.19,19.0,"Trading Range Day: Enter on Reversals, Especially 2 nd Signals",477,6/4/18,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.2,20.0,"Trading Range Day: Limit Order Market, Bet on Reversals",478,21/3/10,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.21,21.0,Trading Range Day: Late Bear Breakout,479,25/1/16,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.22,22.0,Trading Range Open: Bear Trading Range Day,480,23/5/19,
8,GU N to GZ,"Gap Up and TR Open, and Trading Range Day",14.0,14.23,23.0,Trading Range Open: Then Trading Range Day,481,21/6/24,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,,,"Gap Up, TR Open and Bull BO",482,,GU TRO BL BO
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.1,1.0,"5 or More Reversals: Trading Range (TR) Open, 25% of Opens",483,,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.2,2.0,Trading Range: Late Bull Breakout,484,23/3/29,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.3,3.0,"Trading Range Open: HL DB, Spike and Channel Bull Trend",485,23/8/7,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.4,4.0,Trading Range Open: Small Pullback Bull Trend,486,23/7/13,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.5,5.0,Trading Range Open: Then Small PB Bull Trend,487,24/5/6,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.6,6.0,Trading Range Open: Strong Midday Bull Breakout,488,22/11/30,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.7,7.0,Trading Range Open: Then Small PB Bull Trend,489,20/4/24,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.8,8.0,Trading Range Open: Bull Breakout,490,22/8/12,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.9,9.0,Trading Range Open: Weak Breakout,491,22/3/24,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.1,10.0,Trading Range Open: DB HL,492,20/8/25,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.11,11.0,Gap Up: Tight TR so BO Mode,493,19/6/27,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.12,12.0,"Trading Range Open: DT and DB, Then Bull BO",494,21/2/1,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.13,13.0,Trading Range Open: Spike and Channel Bull Trend,495,20/12/28,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.14,14.0,TR Open: Usually Has Both DT and DB,496,21/4/8,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.15,15.0,"TR Open: DB HL, Then Late Bear Trend Reversal",497,20/12/23,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.16,16.0,TR Open: DB after DT,498,19/12/20,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.17,17.0,"TR Open: Bear Trap, DB HL",499,19/12/19,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.18,18.0,TR Open: Small PB Bull Trend,500,19/11/27,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.19,19.0,Rally Then TR Open: DB Then Swing Up,501,20/5/5,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.2,20.0,TR Open: BO Mode,502,20/5/28,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.21,21.0,BO Mode on Open: Gap Up and Tight TR,503,19/5/21,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.22,22.0,DT and DB: BO Will Fail,504,19/3/19,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.23,23.0,TR Open: Bull BO,505,20/1/16,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.24,24.0,TR Open: HL DB at EMA,506,19/7/26,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.25,25.0,TR Open: No BO until FOMC Report,507,19/6/19,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.26,26.0,BOM on Open: B BO above Reversal Down for MM Up,508,5/22/17,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.27,27.0,BOM on Open: Failed BO,509,10/26/17,
8,GU N to GZ,"Gap Up, TR Open and Bull BO",15.0,15.28,28.0,TR Open: 3 Reversals up from EMA,510,19/12/23,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,,,"Gap Up, TR Open and Failed Bull BO",511,,GU TRO BL BO F
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.1,1.0,Trading Range Open: Low 2 Top,512,19/7/16,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.2,2.0,Buy Climax: Final Bull Flag,513,21/6/29,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.3,3.0,"TR Open: Wedge Top, But Bad Shape",514,20/6/18,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.4,4.0,Trading Range Open: Bull Breakout Failed,515,21/10/12,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.5,5.0,"Expanding Triangle Open: Failed Bull Breakout, Trading Range",516,24/12/4,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.6,6.0,Trading Range Open: Bull Breakout Failed,517,23/12/21,
8,GU N to GZ,"Gap Up, TR Open and Failed Bull BO",16.0,16.7,7.0,"Trading Range Open: Late Bear BO, Trending TR Day",518,19/11/7,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,,,"Gap Up, TR Open and Bear BO",519,,GU TRO BR BO
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.1,1.0,"5 or More Reversals: Trading Range (TR) Open, 25% of Opens",520,,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.2,2.0,Trading Range Open: Bear Breakout,521,23/9/20,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.3,3.0,Trading Range Open: Bear Breakout,522,22/7/18,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.4,4.0,"Trading Range Open: Bear Breakout, Small Pullback Bear Trend",523,23/3/9,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.5,5.0,Trading Range Open: Bear Breakout,524,23/12/21,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.6,6.0,"Trading Range Open: Weak Bear Breakout, Then Wedge Bottom",525,24/1/25,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.7,7.0,Trading Range Open: Bear Breakout,526,25/1/14,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.8,8.0,Triangle Open: Bear Breakout,527,23/11/6,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.9,9.0,"Triangle Open: Bear Breakout, Wedge Bottom",528,24/10/24,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.1,10.0,Triangle (TR) Open: Midday Bar 43 Bear Breakout,529,23/11/9,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.11,11.0,Triangle Open: Bear Breakout,530,25/4/15,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.12,12.0,Trading Range Open: Then Bear Breakout,531,25/4/23,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.13,13.0,"BO Mode Open: No Clear Signal Bar, Wait for BO",532,19/9/9,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.14,14.0,Bear Trading Range Day: Breakout below Trading Range Open,533,23/5/19,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.15,15.0,Trading Range Open: Bear Breakout,534,21/11/15,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.16,16.0,Trading Range Open: Lower High Major Trend Reversal,535,21/9/2,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.17,17.0,"TR Open: Bear BO, Then Trending TR Day",536,21/2/11,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.18,18.0,TR Open: Bear BO,537,20/9/10,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.19,19.0,DT LH MTR: In Trading Range Open,538,21/3/15,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.2,20.0,TR Open: BO below Weak Wedge Bottom,539,20/10/23,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.21,21.0,TR Day: Bear BO,540,19/10/22,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.22,22.0,TR Open: Late Bear BO,541,20/12/30,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.23,23.0,BOM on Open: S BO below Reversal Up for MM Down,542,4/19/17,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.24,24.0,"Trading Range Open: Wedge Bottom, Then Wedge Rally to DT",543,20/2/14,
8,GU N to GZ,"Gap Up, TR Open and Bear BO",17.0,17.25,25.0,TR Open: After Failed B and S Setups,544,19/7/15,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,,,"Gap Up, TR Open and Failed Bear BO",545,,GU TRO BR BO F
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.1,1.0,TR Open: Failed Bear Breakout,546,21/6/17,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.2,2.0,"Trading Range Open: Bear Breakout, Weak Reversal Up",547,22/11/15,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.3,3.0,Trading Range Open: Bear Breakout,548,22/3/28,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.4,4.0,Bear Breakout,549,24/5/17,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.5,5.0,Trading Range Day: Failed Bear Breakout,550,25/5/7,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.6,6.0,Trading Range Open: Failed Bear Breakout,551,22/3/16,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.7,7.0,"TR Open: Failed Bear BO, Midday Bull Trend Reversal",552,21/6/28,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.8,8.0,Trading Range Open: Failed Bear Breakout,553,22/3/16,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.9,9.0,TR Open: No good S Signal Bar,554,19/7/31,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.1,10.0,Small 18 Bar Range: Probable BO and MM Up or Down,555,10/3/17,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.11,11.0,TR Open: Failed Bear BO,556,20/11/13,
8,GU N to GZ,"Gap Up, TR Open and Failed Bear BO",18.0,18.12,12.0,"TR Open: Failed Bull BO, Then Failed Bear BO",557,21/1/19,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,,,"Gap Up and TR Open, Triangle, Bull Breakout",558,,GU TRO Tri BL BO
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.1,1.0,"5 or More Reversals: Trading Range (TR) Open, 25% of Opens",559,,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.2,2.0,TR Open: Bull BO,560,20/3/4,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.3,3.0,Trading Range Day: Late Bull Breakout,561,24/7/16,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.4,4.0,Triangle: Bull Trend From The Open,562,22/4/13,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.5,5.0,"Trading Range Open: Expanding Triangle, Bull Breakout",563,23/1/31,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.6,6.0,Trading Range: Bull Breakout,564,22/3/29,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.7,7.0,Triangle: Bull BO,565,20/9/22,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.8,8.0,"Triangle Open: Bull Channel, but Close near Open",566,23/5/25,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.9,9.0,"Triangle Open: Rally, Then Trading Range",567,23/10/16,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.1,10.0,Triangle Open: Weak Bull Breakout,568,21/10/15,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.11,11.0,"Triangle: Failed Bear Breakout, Then Bigger Triangle",569,21/11/5,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.12,12.0,Triangle: TR Open,570,20/9/28,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.13,13.0,Gap Up: Trading Range so BO Mode,571,19/4/1,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.14,14.0,Triangle: Bull Flag after Big Gap Up,572,20/6/5,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.15,15.0,"Small DB: Weak Rally, Then TR",573,20/8/19,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.16,16.0,TR Open: Bull BO above Bull Flag,574,19/8/16,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.17,17.0,"Triangle Open: Bull BO, Then TR",575,20/3/24,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.18,18.0,"Triangle, TR Open: Bull BO, Small PB Bull Trend",576,1/17/18,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.19,19.0,Gap Up: 20 Gap Bar B Setup,577,4/16/18,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.2,20.0,Gap Up: Triangle,578,19/3/15,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.21,21.0,"Opening Reversal: Gap Up, Triangle, BOM",579,1/5/18,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.22,22.0,Gap Up: Triangle Bull Flag,580,11/30/17,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Bull Breakout",19.0,19.23,23.0,Expanding Triangle: BO Mode on Open,581,19/2/4,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,,,"Gap Up and TR Open, Triangle, Failed Bull Breakout",582,,GU TRO Tri BL BO F
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.1,1.0,"5 or More Reversals: Trading Range (TR) Open, 25% of Opens",583,,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.2,2.0,"Triangle Open: Bull Channel, but Close near Open",584,23/5/25,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.3,3.0,Triangle Open: Failed Bull Breakout,585,21/10/22,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.4,4.0,Triangle Open: Failed Bull BO,586,21/2/19,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.5,5.0,"TR Open, Triangle: Failed Bull BO",587,20/9/15,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.6,6.0,"Triangle Open: Failed Bull Breakout, Then Trading Range",588,22/6/24,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.7,7.0,"Triangle Open: BO Mode, Bull BO",589,20/6/17,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.8,8.0,"Triangle Open: Bull Breakout, Then Bear Trend Reversal",590,21/9/1,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.9,9.0,"Triangle on Open: TR Open, Weak Bull BO",591,20/8/17,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.1,10.0,"Gap Up: Triangle, but Bull BO Failed",592,19/3/5,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.11,11.0,TR Open: Failed Bull BO,593,20/12/24,
8,GU N to GZ,"Gap Up and TR Open, Triangle, Failed Bull Breakout",20.0,20.12,12.0,"Triangle Open: Bull BO, Then Bear BO",594,20/4/9,
